dataset,cascade_id,label,y_false,final_size,final_depth,reach_target,window_type,window_value,not_reached_k,early_n_nodes,early_depth,avg_root_distance,early_width,branching_factor,internal_node_share,leaf_fraction,outdegree_entropy,structural_virality_proxy
twitter15,661184793342775296,non-rumor,0,721,4,6.582025138892826,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,661184793342775296,non-rumor,0,721,4,6.582025138892826,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,661184793342775296,non-rumor,0,721,4,6.582025138892826,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,663744139666804736,unverified,0,2820,7,7.944846711001996,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,663744139666804736,unverified,0,2820,7,7.944846711001996,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,663744139666804736,unverified,0,2820,7,7.944846711001996,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,665302351742275584,non-rumor,0,282,5,5.645446897643238,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,665302351742275584,non-rumor,0,282,5,5.645446897643238,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,665302351742275584,non-rumor,0,282,5,5.645446897643238,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,665317131597291520,non-rumor,0,304,6,5.720311776607412,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,665317131597291520,non-rumor,0,304,6,5.720311776607412,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,665317131597291520,non-rumor,0,304,6,5.720311776607412,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,665498651742085124,non-rumor,0,431,3,6.068425588244111,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,665498651742085124,non-rumor,0,431,3,6.068425588244111,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,665498651742085124,non-rumor,0,431,3,6.068425588244111,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,670380354822348801,non-rumor,0,346,4,5.849324779946859,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,670380354822348801,non-rumor,0,346,4,5.849324779946859,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,670380354822348801,non-rumor,0,346,4,5.849324779946859,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,674713782778654721,non-rumor,0,947,4,6.854354502255021,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,674713782778654721,non-rumor,0,947,4,6.854354502255021,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,674713782778654721,non-rumor,0,947,4,6.854354502255021,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,675434959939756032,non-rumor,0,368,4,5.910796644040527,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,675434959939756032,non-rumor,0,368,4,5.910796644040527,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,675434959939756032,non-rumor,0,368,4,5.910796644040527,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,676586804242309121,unverified,0,118,3,4.77912349311153,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,676586804242309121,unverified,0,118,3,4.77912349311153,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,676586804242309121,unverified,0,118,3,4.77912349311153,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,676970570160988160,non-rumor,0,413,4,6.025865973825314,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,676970570160988160,non-rumor,0,413,4,6.025865973825314,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,676970570160988160,non-rumor,0,413,4,6.025865973825314,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,677950378785271808,non-rumor,0,2085,7,7.643003635560718,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,677950378785271808,non-rumor,0,2085,7,7.643003635560718,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,677950378785271808,non-rumor,0,2085,7,7.643003635560718,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,678277910537588737,non-rumor,0,258,5,5.556828061699537,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,678277910537588737,non-rumor,0,258,5,5.556828061699537,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,678277910537588737,non-rumor,0,258,5,5.556828061699537,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,678733118648524800,non-rumor,0,400,4,5.993961427306569,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,678733118648524800,non-rumor,0,400,4,5.993961427306569,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,678733118648524800,non-rumor,0,400,4,5.993961427306569,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,682548344690970624,non-rumor,0,330,3,5.802118375377063,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,682548344690970624,non-rumor,0,330,3,5.802118375377063,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,682548344690970624,non-rumor,0,330,3,5.802118375377063,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,682629960826224646,non-rumor,0,268,4,5.594711379601839,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,682629960826224646,non-rumor,0,268,4,5.594711379601839,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,682629960826224646,non-rumor,0,268,4,5.594711379601839,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,683158807959089152,non-rumor,0,322,7,5.777652323222656,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,683158807959089152,non-rumor,0,322,7,5.777652323222656,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,683158807959089152,non-rumor,0,322,7,5.777652323222656,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,683731779342188545,non-rumor,0,940,7,6.846943139585379,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,683731779342188545,non-rumor,0,940,7,6.846943139585379,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,683731779342188545,non-rumor,0,940,7,6.846943139585379,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,684118654418419712,non-rumor,0,356,3,5.877735781779639,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,684118654418419712,non-rumor,0,356,3,5.877735781779639,k,20,False,20,1,0.95,19,11.5,0.1,0.9,0.5689955935892812,1.8789473684210527
twitter15,684118654418419712,non-rumor,0,356,3,5.877735781779639,k,50,False,50,1,0.98,49,28.5,0.04,0.96,0.28229218908241477,1.9534693877551021
twitter15,684488313512800256,non-rumor,0,553,4,6.317164686747284,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,684488313512800256,non-rumor,0,553,4,6.317164686747284,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,684488313512800256,non-rumor,0,553,4,6.317164686747284,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,684878165714563072,non-rumor,0,282,3,5.645446897643238,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,684878165714563072,non-rumor,0,282,3,5.645446897643238,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,684878165714563072,non-rumor,0,282,3,5.645446897643238,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,685232704774787072,non-rumor,0,360,5,5.8888779583328805,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,685232704774787072,non-rumor,0,360,5,5.8888779583328805,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,685232704774787072,non-rumor,0,360,5,5.8888779583328805,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,685473149291479040,non-rumor,0,265,3,5.583496308781699,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,685473149291479040,non-rumor,0,265,3,5.583496308781699,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,685473149291479040,non-rumor,0,265,3,5.583496308781699,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,685633217160998912,non-rumor,0,441,3,6.091309882077698,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,685633217160998912,non-rumor,0,441,3,6.091309882077698,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,685633217160998912,non-rumor,0,441,3,6.091309882077698,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,686421576904916992,non-rumor,0,759,5,6.633318433280377,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,686421576904916992,non-rumor,0,759,5,6.633318433280377,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,686421576904916992,non-rumor,0,759,5,6.633318433280377,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,686422922894815233,non-rumor,0,494,5,6.20455776256869,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,686422922894815233,non-rumor,0,494,5,6.20455776256869,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,686422922894815233,non-rumor,0,494,5,6.20455776256869,k,50,False,50,1,0.98,49,25.0,0.04,0.96,0.28229218908241477,1.9591836734693877
twitter15,686493272806576128,non-rumor,0,431,6,6.068425588244111,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,686493272806576128,non-rumor,0,431,6,6.068425588244111,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,686493272806576128,non-rumor,0,431,6,6.068425588244111,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,686527768327274497,non-rumor,0,498,5,6.212606095751519,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,686527768327274497,non-rumor,0,498,5,6.212606095751519,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,686527768327274497,non-rumor,0,498,5,6.212606095751519,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,686701278785843200,non-rumor,0,280,4,5.638354669333745,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,686701278785843200,non-rumor,0,280,4,5.638354669333745,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,686701278785843200,non-rumor,0,280,4,5.638354669333745,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,687617323235147776,non-rumor,0,750,6,6.621405651764134,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,687617323235147776,non-rumor,0,750,6,6.621405651764134,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,687617323235147776,non-rumor,0,750,6,6.621405651764134,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,687617735833026560,non-rumor,0,2346,9,7.760893195851024,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,687617735833026560,non-rumor,0,2346,9,7.760893195851024,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,687617735833026560,non-rumor,0,2346,9,7.760893195851024,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,687630364936957952,non-rumor,0,304,3,5.720311776607412,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,687630364936957952,non-rumor,0,304,3,5.720311776607412,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,687630364936957952,non-rumor,0,304,3,5.720311776607412,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,687631811560763392,non-rumor,0,672,3,6.511745329644728,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,687631811560763392,non-rumor,0,672,3,6.511745329644728,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,687631811560763392,non-rumor,0,672,3,6.511745329644728,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,687632433483759616,non-rumor,0,740,4,6.608000625296087,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,687632433483759616,non-rumor,0,740,4,6.608000625296087,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,687632433483759616,non-rumor,0,740,4,6.608000625296087,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,687639526282498049,non-rumor,0,321,3,5.7745515455444085,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,687639526282498049,non-rumor,0,321,3,5.7745515455444085,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,687639526282498049,non-rumor,0,321,3,5.7745515455444085,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,687673284436082689,non-rumor,0,377,3,5.934894195619588,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,687673284436082689,non-rumor,0,377,3,5.934894195619588,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,687673284436082689,non-rumor,0,377,3,5.934894195619588,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,687674548712505346,non-rumor,0,703,4,6.556778356158042,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,687674548712505346,non-rumor,0,703,4,6.556778356158042,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,687674548712505346,non-rumor,0,703,4,6.556778356158042,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,687734662249246724,non-rumor,0,509,4,6.234410725718371,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,687734662249246724,non-rumor,0,509,4,6.234410725718371,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,687734662249246724,non-rumor,0,509,4,6.234410725718371,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,687766167558164481,non-rumor,0,1804,7,7.498315870766981,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,687766167558164481,non-rumor,0,1804,7,7.498315870766981,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,687766167558164481,non-rumor,0,1804,7,7.498315870766981,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,687786822475366401,non-rumor,0,292,5,5.680172609017068,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,687786822475366401,non-rumor,0,292,5,5.680172609017068,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,687786822475366401,non-rumor,0,292,5,5.680172609017068,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,687911282922631168,non-rumor,0,532,3,6.278521424165844,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,687911282922631168,non-rumor,0,532,3,6.278521424165844,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,687911282922631168,non-rumor,0,532,3,6.278521424165844,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,687945926774800385,non-rumor,0,605,3,6.406879986069314,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,687945926774800385,non-rumor,0,605,3,6.406879986069314,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,687945926774800385,non-rumor,0,605,3,6.406879986069314,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,687956181646753792,non-rumor,0,676,5,6.517671272912275,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,687956181646753792,non-rumor,0,676,5,6.517671272912275,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,687956181646753792,non-rumor,0,676,5,6.517671272912275,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,688027085730897921,non-rumor,0,532,3,6.278521424165844,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,688027085730897921,non-rumor,0,532,3,6.278521424165844,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,688027085730897921,non-rumor,0,532,3,6.278521424165844,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,688096910217879554,non-rumor,0,677,3,6.519147287940395,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,688096910217879554,non-rumor,0,677,3,6.519147287940395,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,688096910217879554,non-rumor,0,677,3,6.519147287940395,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,688110059553861634,non-rumor,0,726,3,6.588926477533519,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,688110059553861634,non-rumor,0,726,3,6.588926477533519,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,688110059553861634,non-rumor,0,726,3,6.588926477533519,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,688147918113538049,non-rumor,0,635,3,6.455198563340122,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,688147918113538049,non-rumor,0,635,3,6.455198563340122,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,688147918113538049,non-rumor,0,635,3,6.455198563340122,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,688281442162352128,non-rumor,0,444,3,6.09807428216624,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,688281442162352128,non-rumor,0,444,3,6.09807428216624,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,688281442162352128,non-rumor,0,444,3,6.09807428216624,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,688437279405305856,non-rumor,0,741,7,6.60934924316738,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,688437279405305856,non-rumor,0,741,7,6.60934924316738,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,688437279405305856,non-rumor,0,741,7,6.60934924316738,k,50,False,50,1,0.98,49,25.0,0.04,0.96,0.28229218908241477,1.9591836734693877
twitter15,688441130271289350,non-rumor,0,268,4,5.594711379601839,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,688441130271289350,non-rumor,0,268,4,5.594711379601839,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,688441130271289350,non-rumor,0,268,4,5.594711379601839,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,688461902821855232,non-rumor,0,366,2,5.905361848054571,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,688461902821855232,non-rumor,0,366,2,5.905361848054571,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,688461902821855232,non-rumor,0,366,2,5.905361848054571,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,688502260779843587,non-rumor,0,581,3,6.366470447731438,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,688502260779843587,non-rumor,0,581,3,6.366470447731438,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,688502260779843587,non-rumor,0,581,3,6.366470447731438,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,688520025754304512,non-rumor,0,640,2,6.46302945692067,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,688520025754304512,non-rumor,0,640,2,6.46302945692067,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,688520025754304512,non-rumor,0,640,2,6.46302945692067,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,688751183645782016,non-rumor,0,516,3,6.248042874508429,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,688751183645782016,non-rumor,0,516,3,6.248042874508429,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,688751183645782016,non-rumor,0,516,3,6.248042874508429,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,688752484966363136,non-rumor,0,344,3,5.84354441703136,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,688752484966363136,non-rumor,0,344,3,5.84354441703136,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,688752484966363136,non-rumor,0,344,3,5.84354441703136,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,688757736310484994,non-rumor,0,572,2,6.35088571671474,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,688757736310484994,non-rumor,0,572,2,6.35088571671474,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,688757736310484994,non-rumor,0,572,2,6.35088571671474,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,688763099298529280,non-rumor,0,351,4,5.863631175598097,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,688763099298529280,non-rumor,0,351,4,5.863631175598097,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,688763099298529280,non-rumor,0,351,4,5.863631175598097,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,688763993633107968,non-rumor,0,674,4,6.51471269087253,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,688763993633107968,non-rumor,0,674,4,6.51471269087253,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,688763993633107968,non-rumor,0,674,4,6.51471269087253,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,688814621034213376,non-rumor,0,294,2,5.68697535633982,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,688814621034213376,non-rumor,0,294,2,5.68697535633982,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,688814621034213376,non-rumor,0,294,2,5.68697535633982,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,688932211714818048,non-rumor,0,273,3,5.6131281063880705,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,688932211714818048,non-rumor,0,273,3,5.6131281063880705,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,688932211714818048,non-rumor,0,273,3,5.6131281063880705,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,689100941119848449,non-rumor,0,575,2,6.3561076606958915,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,689100941119848449,non-rumor,0,575,2,6.3561076606958915,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,689100941119848449,non-rumor,0,575,2,6.3561076606958915,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,689103487880310785,non-rumor,0,310,2,5.739792912179234,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,689103487880310785,non-rumor,0,310,2,5.739792912179234,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,689103487880310785,non-rumor,0,310,2,5.739792912179234,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,689208632148365314,non-rumor,0,2880,5,7.9658927350845286,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,689208632148365314,non-rumor,0,2880,5,7.9658927350845286,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,689208632148365314,non-rumor,0,2880,5,7.9658927350845286,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,689214940679409664,non-rumor,0,260,6,5.564520407322694,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,689214940679409664,non-rumor,0,260,6,5.564520407322694,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,689214940679409664,non-rumor,0,260,6,5.564520407322694,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
